source_href,name_hotel,region,description,price_label,rating,rating_type,review_count,location,formatted_address,formatted_region
https://www.booking.com/hotel/id/maxone-rejuvination-gianyar.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,MaxOne Rejuvination @Gianyar,Balian,"MaxOne Rejuvination @Gianyar has an outdoor swimming pool, garden, a terrace and restaurant in Balian. This 3-star hotel offers a bar.",Expensive,8.7,Exceptional,113,"{'lat': -8.544857499999999, 'lng': 115.3032057}","Jl. Udayana, Buruan, Kec. Blahbatuh, Kabupaten Gianyar, Bali 80581, Indonesia","Blahbatuh, Gianyar"
https://www.booking.com/hotel/id/swan-paradise-bali.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Swan Paradise A Pramana Experience - CHSE Certified,Gianyar,"Swan Paradise A Pramana Experience - CHSE Certified has an outdoor swimming pool, fitness center, a garden and terrace in Gianyar.",Expensive,8.8,Exceptional,263,"{'lat': -8.5938986, 'lng': 115.2950629}","Jalan Raya Bonbiyu, Banda, Blahbatuh, Kec. Gianyar, Kabupaten Gianyar, Bali 80581, Indonesia","Gianyar, Gianyar"
https://www.booking.com/hotel/id/north-wing-canggu-resort-kabupaten-badung.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,North Wing Canggu Resort,Dalung,"Located in Dalung, 5.7 miles from Ubung Bus Station, North Wing Canggu Resort has accommodations with an outdoor swimming pool, free private parking, a garden and a shared lounge.",Moderate,7.3,Good,101,"{'lat': -8.6164686, 'lng': 115.1589526}","Jl. Raya Tuka No.79, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
https://www.booking.com/hotel/id/louka-beach-bali.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Louka Beach Bali,Tianyar,"Located in Tianyar, 30 miles from Tegallalang Rice Terrace, Louka Beach Bali has accommodations with an outdoor swimming pool, free private parking, a garden and a terrace.",Expensive,9.7,Exceptional,36,"{'lat': -8.1728957, 'lng': 115.4627337}","Jl. Tejakula - Tianyar, Tianyar, Kec. Kubu, Kabupaten Karangasem, Bali 80853, Indonesia","Kubu, Karangasem"
https://www.booking.com/hotel/id/the-royal-purnama-art-suites-and-villas.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,The Royal Purnama - Adults Only,Sukawati,"Offering an outdoor pool and a restaurant, The Royal Purnama - Adults Only - art suites and villas is located right across Purnama Beach.",Expensive,9.1,Wonderful,177,"{'lat': -8.6186493, 'lng': 115.308607}","Jl. Pantai Purnama, Sukawati, Kec. Gianyar, Kabupaten Gianyar, Bali, Indonesia","Gianyar, Gianyar"
https://www.booking.com/hotel/id/moritz-palm-villa.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&map_fdco=1&from=searchresults#hotelTmpl,Moritz Palm Villa,Ungasan,"Located 4.6 miles from Garuda Wisnu Kencana, Moritz Palm Villa has accommodations with free WiFi and free private parking. The accommodations have a hot tub.",Moderate,8.7,Exceptional,29,"{'lat': -8.8434811, 'lng': 115.1727715}","Jl. karang pandawa, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
https://www.booking.com/hotel/id/rejeng-garden-camp-bangli.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Rejeng Garden Camp,Bangli,"Located 17 miles from Tegallalang Rice Terrace, Rejeng Garden Camp provides accommodations with a garden, a terrace and a 24-hour front desk for your convenience.",Expensive,8.3,Good,60,"{'lat': -8.261853799999999, 'lng': 115.3909874}","Jl. Pendakian Gn. Batur, Batur Tengah, Kec. Kintamani, Kabupaten Bangli, Bali 80353, Indonesia","Kintamani, Bangli"
https://www.booking.com/hotel/id/nau-villa-ubud.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Nau Villa Ubud,Tegalalang,"Nau Villa Ubud has well-equipped accommodations boasting free WiFi in Tegalalang, 3.1 mi from Tegallalang Rice Terrace and Ceking Ricefield Terrace. The accommodations has a hot tub.",Moderate,9.3,Wonderful,215,"{'lat': -8.4091953, 'lng': 115.2954064}","Sebatu, Tegallalang, Gianyar Regency, Bali 80561, Indonesia","Tegallalang, Gianyar"
https://www.booking.com/hotel/id/pinokkio-b-amp-b-ristorante.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,PINOKKIO B&B Restaurant,Ungasan,"Located a 15-minute walk from Garuda Wisnu Kencana, PINOKKIO B&B Restaurant offers a garden, a terrace and air-conditioned accommodations with a balcony and free WiFi.",Cheap,9.8,Exceptional,82,"{'lat': (None) , 'lng': (None)}","Santhi Karia, Jl. Merak I No.17, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361","Kuta Selatan, Badung"
https://www.booking.com/hotel/id/kelingking-tatakan-bungalow.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Kelingking Tatakan Bungalow,batumadeg,"Featuring an outdoor swimming pool, a garden, and a terrace, Kelingking Tatakan Bungalow provides accommodations in batumadeg with free WiFi and garden views.",Expensive,8.3,Good,103,"{'lat': -8.7472542, 'lng': 115.4762319}","Jl. Pura Klibun, Karang Dawa, Bunga Mekar, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
https://www.booking.com/hotel/id/aksari-ubud.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Aksari Resort Ubud by Ini Vie Hospitality,Tegalalang,"Located in Tegalalang, 2.8 miles from Tegallalang Rice Terrace, Aksari Resort Ubud by Ini Vie Hospitality provides accommodations with an outdoor swimming pool, free private parking, a fitness center...",Moderate,8.9,Exceptional,338,"{'lat': -8.4289113, 'lng': 115.2974629}","Jl. Raya Desa Kenderan No.88x, Kenderan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80561, Indonesia","Ubud, Gianyar"
https://www.booking.com/hotel/id/sunari-villas-spa-resort.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,New Sunari Lovina Beach Resort,Lovina,"Located on Lovina Beach, New Sunari Lovina Beach Resort houses an outdoor pool and offers spacious rooms and villas. Its facilities include a business center, and a restaurant and bar.",Expensive,8.3,Good,497,"{'lat': -8.1541397, 'lng': 115.0345429}","Jl. Raya Lovina-Singaraja Jl. Desa Kalibukbuk-Anturan, Anturan, Kec. Buleleng, Kabupaten Buleleng, Bali 81151, Indonesia","Buleleng, Buleleng"
https://www.booking.com/hotel/id/swan-keramas-bali-villa.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Desa Pramana Swan,Keramas,"Just a 2-minute walk from Selukat Beach, Desa Pramana Swan Villas offers luxurious accommodations with a private swimming pool and garden. Free Wi-Fi and parking are provided.",Expensive,8.9,Exceptional,339,"{'lat': -8.5976614, 'lng': 115.3343695}","Jl. Pantai Selukat, Keramas, Kec. Blahbatuh, Kabupaten Gianyar, Bali 80581, Indonesia","Blahbatuh, Gianyar"
https://www.booking.com/hotel/id/villa-di-bias.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Villa di Bias,Tirtagangga,Villa di Bias in Tirtagangga provides accommodations with free WiFi and free private parking for guests who drive.,Expensive,9.2,Wonderful,196,"{'lat': -8.407749899999999, 'lng': 115.5976311}","HHVW+7FX, Jl. Raya Ababi, Ababi, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia","Abang, Karangasem"
https://www.booking.com/hotel/id/adhi-jaya-suite.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Adhi Jaya Suite,Jatiluwih,"Adhi Jaya Suite is located in Jatiluwih, within 24 miles of Blanco Museum and 24 miles of Ubud Monkey Forest. Featuring family rooms, this property also provides guests with a terrace.",Expensive,8.5,Good,159,"{'lat': -8.3696862, 'lng': 115.1303161}","J4JJ+44G, Jalan, Kawan, Jatiluwih, Penebel, Tabanan Regency, Bali 82152, Indonesia","Penebel, Tabanan"
https://www.booking.com/hotel/id/munduk-heaven.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Munduk Heaven Luxury Villas,Munduk,"Munduk Heaven Luxury Villas features an outdoor swimming pool, garden, a terrace and restaurant in Munduk. The hotel provides a hot tub and room service.",Expensive,9.2,Wonderful,266,"{'lat': -8.2856755, 'lng': 115.081315}","P37J+QVG, Jl. Munduk - Wanagiri, Munduk, Kec. Banjar, Kabupaten Buleleng, Bali 81152, Indonesia","Banjar, Buleleng"
https://www.booking.com/hotel/id/sahaja-and-sawah-boutique-villa-retreat-tabanan.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Sahaja Sawah Resort,Tabanan,"Surrounded by paddy fields and overlooking the Indian Ocean, this family-friendly resort features spacious duplex villas with balconies, kitchens and dining areas.",Moderate,9.3,Wonderful,53,"{'lat': -8.534818399999999, 'lng': 115.0296085}","Tegal Mengkeb, Selemadeg Timur, Tabanan Regency, Bali 82162, Indonesia","Selemadeg Timur, Tabanan"
https://www.booking.com/hotel/id/bali-cliff-glamping.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Bali Cliff Glamping,Seraya,"Featuring an outdoor swimming pool, a garden, and a terrace, Bali Cliff Glamping provides accommodations in Seraya with free WiFi and sea views.",Moderate,8.7,Exceptional,12,"{'lat': -8.455799599999999, 'lng': 115.646106}","Jl. Karangasem - Seraya, Bali 80811, Indonesia","Karangasem, Karangasem"
https://www.booking.com/hotel/id/permata-sari.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&map_fdco=1&from=searchresults#hotelTmpl,RedDoorz Plus @ Singaraja,Singaraja,"Located in Singaraja, 1.8 miles from Kubujati Beach, RedDoorz Plus @ Singaraja provides accommodations with an outdoor swimming pool, free private parking, a garden and a terrace.",Moderate,8.3,Good,225,"{'lat': -8.086285900000002, 'lng': 115.115066}","Jl. Natuna, Penarukan, Kec. Buleleng, Kabupaten Buleleng, Bali 81155, Indonesia","Buleleng, Buleleng"
https://www.booking.com/hotel/id/tirta-ayu-amlapura.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Tirta Ayu Hotel and Restaurant,Tirtagangga,"Overlooking the majestic Mount Agung and calming rice fields, Tirta Ayu Hotel and Restaurant is located within the beautiful Royal Water Palace in Tirtagangga.",Expensive,8.2,Good,32,"{'lat': -8.4110184, 'lng': 115.5876982}","Br Tanah Lengis Inside, Ababi, Tirtagangga, Kabupaten Karangasem, Bali 80852, Indonesia","Abang, Karangasem"
https://www.booking.com/hotel/id/the-ume-cemagi.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,The Ume,Badung,"Offering mountain views, The Ume in Badung has accommodations, an outdoor swimming pool, a garden, a terrace, a bar and a private beach area.",Expensive,8.1,Good,117,"{'lat': (None) , 'lng': (None)}","Jl. Umalalang, Cemagi, Kec. Mengwi, Kabupaten Badung, Bali","Mengwi, Badung"
https://www.booking.com/hotel/id/keris-art-shop-and-villa-telaga-wana.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Villa Telaga Wana,Sukawati,"Located in Sukawati, 5.3 miles from Tegenungan Waterfall, Villa Telaga Wana provides accommodations with an outdoor swimming pool, free private parking, a garden and a restaurant.",Expensive,9.6,Exceptional,83,"{'lat': -8.602869, 'lng': 115.2659656}","Batubulan, Sukawati, Gianyar Regency, Bali 80582, Indonesia","Sukawati, Gianyar"
https://www.booking.com/hotel/id/puri-taman-sari.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&map_fdco=1&from=searchresults#hotelTmpl,Puri Taman Sari,Tabanan,"Offering traditional Balinese décor, Puri Taman Sari is located in Umabian Village within Tabanan’s Marga District. Surrounded by greenery and rice fields, it offers an outdoor pool and free parking.",Expensive,9.1,Wonderful,67,"{'lat': -8.524785, 'lng': 115.1683083}","Dusun Umabian, Jl. Wisnu Marga Belayu, Peken, Tabanan, Tabanan Regency, Bali 82181, Indonesia","Tabanan, Tabanan"
https://www.booking.com/hotel/id/maha-hills-resort-sambangan.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Maha Hills Resort,Lovina,"Located in Lovina, Maha Hills Resort offers 4-star accommodations with a terrace. Featuring a garden, the 4-star resort has air-conditioned rooms with free WiFi, each with a private bathroom.",Expensive,9,Wonderful,70,"{'lat': (None) , 'lng': (None)}","Jalan Tiying Tali, Banjar Anyar, No 8, Sambangan, Kec. Sukasada, Kabupaten Buleleng, Bali 81161","Sukasada, Buleleng"
https://www.booking.com/hotel/id/alassari-plantation.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Alassari Plantation,Selemadeg,"Boasting the richness of Balinese culture, Alassari Plantation offers luxury accommodations in Selemadeg, 24 mi from Kuta.",Expensive,8.2,Good,27,"{'lat': -8.389980999999999, 'lng': 115.0782185}","Biyahan, Wanagiri, Selemadeg, Wanagiri, Kec. Selemadeg, Kabupaten Tabanan, Bali 82162, Indonesia","Selemadeg, Tabanan"
https://www.booking.com/hotel/id/ulaman-eco-retreat.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Ulaman Eco Luxury Resort,Tabanan,"Located in Tabanan, Ulaman Eco Luxury Resort has free WiFi, and guests can enjoy free bikes, a garden and a bar.",Expensive,8.7,Exceptional,195,"{'lat': -8.5929653, 'lng': 115.1305649}","Ulaman Road, Buwit, Kediri, Tabanan Regency, Bali 82121, Indonesia","Kediri, Tabanan"
https://www.booking.com/hotel/id/umadhatu-resorts.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Umadhatu Resort,Tabanan,"With garden views, Umadhatu Resort is located in Tabanan and has a restaurant, a shared lounge, bar, garden, year-round outdoor pool and terrace.",Cheap,7.7,Good,95,"{'lat': -8.4987303, 'lng': 115.0533696}","G323+G85, Jalan Raya, Megati, Kec. Selemadeg Tim., Kabupaten Tabanan, Bali 82162, Indonesia","Selemadeg Timur, Tabanan"
https://www.booking.com/hotel/id/jembrana-bali-homestay.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&map_fdco=1&from=searchresults#hotelTmpl,Jembrana Bali Homestay,Pengambengan,"Located in Pengambengan, a 6-minute walk from Yeh Kuning Beach, Jembrana Bali Homestay provides accommodations with a garden, free private parking, a terrace and a restaurant.",Expensive,8.9,Exceptional,71,"{'lat': -8.4021493, 'lng': 114.6505696}","HMX2+46W, Air Kuning, Jembrana, Jembrana Regency, Bali, Indonesia","Jembrana, Jembrana"
https://www.booking.com/hotel/id/ocean-terrace-suite-and-spa-luxury-kabupaten-klungkung12.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Ocean Terrace Suite And Spa Luxury,Nusa Penida,"Located in Nusa Penida, 1.1 miles from Batununggul Rastafara Beach, Ocean Terrace Suite And Spa Luxury provides accommodations with an outdoor swimming pool, free private parking, a garden and a bar.",Moderate,8,Good,401,"{'lat': -8.6851519, 'lng': 115.5778925}","8H7H+W5J, Batununggul, Nusa Penida, Klungkung Regency, Bali 80771, Indonesia","Nusa Penida, Klungkung"
https://www.booking.com/hotel/id/semabu-hills-nusa-penida-bali.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&map_fdco=1&from=searchresults#hotelTmpl,Semabu Hills Hotel Nusa Penida,Nusa Penida,"Perched on the quiet hills of Nusa Penida, this hotel offers sweeping views of the island and the sea beyond.",Expensive,8,Good,627,"{'lat': -8.6878799, 'lng': 115.4928259}","Jl. Raya Toya Pakeh - Ped, Dusun Sebunibus, Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
https://www.booking.com/hotel/id/annora-bali-villas.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Annora Villas Seminyak,"Dyanapura, Seminyak","Annora Villas Seminyak is a 4-minute walk from Seminyak Beach, north of Kuta. It offers exclusive accommodations in luxurious villas within a lush garden.",Expensive,9.7,Exceptional,417,"{'lat': -8.6941594, 'lng': 115.162657}","Jl. Abimanyu No.999X, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
https://www.booking.com/hotel/id/gk-bali-resort.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,GK Bali Resort,Tegalalang,"Located in Tegalalang, 3.2 miles from Tegallalang Rice Terrace, GK Bali Resort has accommodations with free bikes, free private parking, an outdoor swimming pool and a garden.",Expensive,9.5,Exceptional,353,"{'lat': -8.406851399999999, 'lng': 115.2948065}","Jl. Ume Kelod, Sebatu, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia","Tegallalang, Gianyar"
https://www.booking.com/hotel/id/bondalem-bliss.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Bondalem Bliss - Luxury Beachfront Villa,Tejakula,"Featuring an outdoor swimming pool, a garden, and a restaurant, Bondalem Bliss - Luxury Beachfront Villa provides accommodations in Tejakula with free WiFi and sea views.",Expensive,9,Wonderful,34,"{'lat': -8.110178700000002, 'lng': 115.3173158}","Please follow street signs for Bondalem Bliss, Jl. Pura Dalem Desa Bondalem, Bondalem, Kec. Tejakula, Kabupaten Buleleng, Bali 81173, Indonesia","Tejakula, Buleleng"
https://www.booking.com/hotel/id/balidroom-lodges.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&map_fdco=1&from=searchresults#hotelTmpl,Lempuyang Boutique Hotel,Karangasem,"Located in Karangasem, 1.4 miles from Ujung Beach, Lempuyang Boutique Hotel provides accommodations with an outdoor swimming pool, free private parking, a garden and a shared lounge.",Cheap,9.5,Exceptional,182,"{'lat': -8.454712599999999, 'lng': 115.6275509}","Gang Jalan Kuum Sari 1, Jl. Raya Bukit Lempuyang, Tumbu, Kelod, Bali, Indonesia","Denpasar Timur, Denpasar"
