source_href,name_hotel,region,description,price_label,rating,rating_type,review_count
https://www.booking.com/hotel/id/sahaja-and-sawah-boutique-villa-retreat-tabanan.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Sahaja Sawah Resort,Tabanan,"Surrounded by paddy fields and overlooking the Indian Ocean, this family-friendly resort features spacious duplex villas with balconies, kitchens and dining areas.",Moderate,9.3,Wonderful,53
https://www.booking.com/hotel/id/bali-cliff-glamping.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Bali Cliff Glamping,Seraya,"Featuring an outdoor swimming pool, a garden, and a terrace, Bali Cliff Glamping provides accommodations in Seraya with free WiFi and sea views.",Moderate,8.7,Exceptional,12
https://www.booking.com/hotel/id/permata-sari.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&map_fdco=1&from=searchresults#hotelTmpl,RedDoorz Plus @ Singaraja,Singaraja,"Located in Singaraja, 1.8 miles from Kubujati Beach, RedDoorz Plus @ Singaraja provides accommodations with an outdoor swimming pool, free private parking, a garden and a terrace.",Moderate,8.3,Good,225
https://www.booking.com/hotel/id/tirta-ayu-amlapura.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Tirta Ayu Hotel and Restaurant,Tirtagangga,"Overlooking the majestic Mount Agung and calming rice fields, Tirta Ayu Hotel and Restaurant is located within the beautiful Royal Water Palace in Tirtagangga.",Expensive,8.2,Good,32
https://www.booking.com/hotel/id/the-ume-cemagi.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,The Ume,Badung,"Offering mountain views, The Ume in Badung has accommodations, an outdoor swimming pool, a garden, a terrace, a bar and a private beach area.",Expensive,8.1,Good,117
https://www.booking.com/hotel/id/keris-art-shop-and-villa-telaga-wana.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Villa Telaga Wana,Sukawati,"Located in Sukawati, 5.3 miles from Tegenungan Waterfall, Villa Telaga Wana provides accommodations with an outdoor swimming pool, free private parking, a garden and a restaurant.",Expensive,9.6,Exceptional,83
https://www.booking.com/hotel/id/puri-taman-sari.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&map_fdco=1&from=searchresults#hotelTmpl,Puri Taman Sari,Tabanan,"Offering traditional Balinese décor, Puri Taman Sari is located in Umabian Village within Tabanan’s Marga District. Surrounded by greenery and rice fields, it offers an outdoor pool and free parking.",Expensive,9.1,Wonderful,67
https://www.booking.com/hotel/id/maha-hills-resort-sambangan.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Maha Hills Resort,Lovina,"Located in Lovina, Maha Hills Resort offers 4-star accommodations with a terrace. Featuring a garden, the 4-star resort has air-conditioned rooms with free WiFi, each with a private bathroom.",Expensive,9,Wonderful,70
https://www.booking.com/hotel/id/alassari-plantation.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175592&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Alassari Plantation,Selemadeg,"Boasting the richness of Balinese culture, Alassari Plantation offers luxury accommodations in Selemadeg, 24 mi from Kuta.",Expensive,8.2,Good,27
https://www.booking.com/hotel/id/ulaman-eco-retreat.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Ulaman Eco Luxury Resort,Tabanan,"Located in Tabanan, Ulaman Eco Luxury Resort has free WiFi, and guests can enjoy free bikes, a garden and a bar.",Expensive,8.7,Exceptional,195
https://www.booking.com/hotel/id/umadhatu-resorts.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Umadhatu Resort,Tabanan,"With garden views, Umadhatu Resort is located in Tabanan and has a restaurant, a shared lounge, bar, garden, year-round outdoor pool and terrace.",Cheap,7.7,Good,95
https://www.booking.com/hotel/id/jembrana-bali-homestay.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&map_fdco=1&from=searchresults#hotelTmpl,Jembrana Bali Homestay,Pengambengan,"Located in Pengambengan, a 6-minute walk from Yeh Kuning Beach, Jembrana Bali Homestay provides accommodations with a garden, free private parking, a terrace and a restaurant.",Expensive,8.9,Exceptional,71
https://www.booking.com/hotel/id/ocean-terrace-suite-and-spa-luxury-kabupaten-klungkung12.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Ocean Terrace Suite And Spa Luxury,Nusa Penida,"Located in Nusa Penida, 1.1 miles from Batununggul Rastafara Beach, Ocean Terrace Suite And Spa Luxury provides accommodations with an outdoor swimming pool, free private parking, a garden and a bar.",Moderate,8,Good,401
https://www.booking.com/hotel/id/semabu-hills-nusa-penida-bali.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&map_fdco=1&from=searchresults#hotelTmpl,Semabu Hills Hotel Nusa Penida,Nusa Penida,"Perched on the quiet hills of Nusa Penida, this hotel offers sweeping views of the island and the sea beyond.",Expensive,8,Good,627
https://www.booking.com/hotel/id/annora-bali-villas.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Annora Villas Seminyak,"Dyanapura, Seminyak","Annora Villas Seminyak is a 4-minute walk from Seminyak Beach, north of Kuta. It offers exclusive accommodations in luxurious villas within a lush garden.",Expensive,9.7,Exceptional,417
https://www.booking.com/hotel/id/gk-bali-resort.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,GK Bali Resort,Tegalalang,"Located in Tegalalang, 3.2 miles from Tegallalang Rice Terrace, GK Bali Resort has accommodations with free bikes, free private parking, an outdoor swimming pool and a garden.",Expensive,9.5,Exceptional,353
https://www.booking.com/hotel/id/bondalem-bliss.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Bondalem Bliss - Luxury Beachfront Villa,Tejakula,"Featuring an outdoor swimming pool, a garden, and a restaurant, Bondalem Bliss - Luxury Beachfront Villa provides accommodations in Tejakula with free WiFi and sea views.",Expensive,9,Wonderful,34
https://www.booking.com/hotel/id/balidroom-lodges.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&map_fdco=1&from=searchresults#hotelTmpl,Lempuyang Boutique Hotel,Karangasem,"Located in Karangasem, 1.4 miles from Ujung Beach, Lempuyang Boutique Hotel provides accommodations with an outdoor swimming pool, free private parking, a garden and a shared lounge.",Cheap,9.5,Exceptional,182
https://www.booking.com/hotel/id/de-klumpu-bali-eco-tradi-place.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,De Klumpu Bali Eco Tradi Stay,Bangli,"Located in Bangli, 16 miles from Goa Gajah, De Klumpu Bali Eco Tradi Stay provides accommodations with an outdoor swimming pool, free private parking, a garden and a terrace.",Expensive,9.1,Wonderful,91
https://www.booking.com/hotel/id/the-mesare-resort.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,The Mesare Eco Resort,Nusa Penida,"Set in Nusa Penida, The Mesare Resort has a garden and a terrace. Located 1.9 mi from Peguyangan Waterfall, the property operates a 24-hour front desk and provides free WiFi access.",Expensive,8.7,Exceptional,346
https://www.booking.com/hotel/id/the-kayon-jungle-resort.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,The Kayon Jungle Resort,Ubud,"Surrounded by tropical greenery, The Kayon Jungle Resort offers accommodations with an outdoor pool in Ubud.",Expensive,9.4,Wonderful,560
https://www.booking.com/hotel/id/thantha-serenity-resort-gianyar.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Thantha Serenity Resort,Tegalalang,"Thantha Serenity Resort has an outdoor swimming pool, garden, a restaurant and bar in Tegalalang. This 3-star hotel offers a concierge service and a tour desk.",Expensive,8.3,Good,48
https://www.booking.com/hotel/id/mathis-lodge.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&map_fdco=1&from=searchresults#hotelTmpl,MATHIS Lodge Amed,Amed,"Providing sea views, MATHIS Lodge Amed in Amed provides accommodations, a garden, a terrace and a bar. Free WiFi is featured throughout the property.",Expensive,8.7,Exceptional,380
https://www.booking.com/hotel/id/villa-d-39-carik-bali.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&map_fdco=1&from=searchresults#hotelTmpl,Villa D'Carik Bali,Denpasar,"Featuring a swimming pool, a restaurant and a garden and views of the lake, Villa D'Carik Bali is located in Denpasar and provides accommodations with free WiFi.",Expensive,9.1,Wonderful,201
https://www.booking.com/hotel/id/sri-abi-ratu-villa.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Sri Abi Ratu Villa & Resort,Sukawati,"With garden views, Sri Abi Ratu Villa & Resort is located in Sukawati and has a restaurant, a shared lounge, bar, garden, year-round outdoor pool and terrace.",Moderate,6.8,Exceptional,91
https://www.booking.com/hotel/id/harsono-resort-bali.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&map_fdco=1&from=searchresults#hotelTmpl,Harsono Boutique Resort Bali,Gianyar,"Located in Gianyar, 1.4 miles from Gumicik Beach, Harsono Boutique Resort Bali has accommodations with a fitness center, free private parking, a garden and a terrace. This 5-star hotel offers a bar.",Expensive,9.3,Wonderful,296
https://www.booking.com/hotel/id/natya-tanah-lot.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&map_fdco=1&from=searchresults#hotelTmpl,Natya Hotel Tanah Lot,Tanah Lot,"Natya Hotel Tanah Lot is located in Tanah Lot, offering direct access to Tanah Lot Temple and is a 328 feet away from Tanah Lot Temple.",Expensive,8.9,Exceptional,394
https://www.booking.com/hotel/id/orchid-villa.html?sid=b9709cd8ce176378f5bf317f22dd8ee4&aid=2230186&ucfs=1&arphpl=1&dest_id=835&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=f0c23a7c639c0165&srepoch=1685175612&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl,Heaven in Bali,Penginyahan,"With Neka Art Museum reachable in 12 miles, Heaven in Bali has accommodations, a restaurant, an outdoor swimming pool, a garden and a shared lounge.",Expensive,9.5,Exceptional,213
